<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.05.06	20:00:00	1.89209	1.89287	1.89208	1.89277	1542	0	14
2025.05.06	20:15:00	1.89278	1.89296	1.89200	1.89287	1248	0	14
2025.05.06	20:30:00	1.89288	1.89348	1.89254	1.89276	1720	0	14
2025.05.06	20:45:00	1.89276	1.89309	1.89179	1.89190	2634	0	14
2025.05.06	21:00:00	1.89147	1.89253	1.88797	1.89200	264	0	126
2025.05.06	21:15:00	1.89200	1.89257	1.89160	1.89209	209	0	177
2025.05.06	21:30:00	1.89210	1.89339	1.89210	1.89286	871	0	33
2025.05.06	21:45:00	1.89288	1.89297	1.89185	1.89265	966	0	14
2025.05.06	22:00:00	1.89267	1.89325	1.88380	1.88747	3613	0	14
2025.05.06	22:15:00	1.88767	1.88777	1.88260	1.88363	3269	0	14
2025.05.06	22:30:00	1.88362	1.88812	1.88318	1.88553	2934	0	14
2025.05.06	22:45:00	1.88553	1.88809	1.88427	1.88686	2448	0	14
2025.05.06	23:00:00	1.88684	1.88689	1.88435	1.88607	2707	0	14
2025.05.06	23:15:00	1.88607	1.88699	1.88447	1.88474	1713	0	14
2025.05.06	23:30:00	1.88474	1.88614	1.88466	1.88584	1204	0	14
2025.05.06	23:45:00	1.88584	1.88662	1.88520	1.88609	1559	0	14
2025.05.07	00:00:00	1.88609	1.88868	1.88480	1.88792	3159	0	14
2025.05.07	00:15:00	1.88792	1.88800	1.88554	1.88577	4282	0	14
2025.05.07	00:30:00	1.88577	1.88601	1.88491	1.88522	3149	0	14
2025.05.07	00:45:00	1.88522	1.88566	1.88408	1.88503	3883	0	14
2025.05.07	01:00:00	1.88506	1.88544	1.88361	1.88518	4643	0	14
2025.05.07	01:15:00	1.88518	1.88948	1.88510	1.88815	4526	0	14
2025.05.07	01:30:00	1.88814	1.88921	1.88799	1.88820	4620	0	14
2025.05.07	01:45:00	1.88820	1.88901	1.88706	1.88901	3688	0	14
2025.05.07	02:00:00	1.88902	1.89114	1.88901	1.89111	3590	0	14
2025.05.07	02:15:00	1.89111	1.89183	1.89016	1.89160	3467	0	14
2025.05.07	02:30:00	1.89161	1.89213	1.89102	1.89202	2816	0	14
2025.05.07	02:45:00	1.89203	1.89317	1.89088	1.89091	2678	0	14
2025.05.07	03:00:00	1.89091	1.89108	1.88984	1.89043	2470	0	14
2025.05.07	03:15:00	1.89040	1.89095	1.88968	1.89086	1939	0	14
2025.05.07	03:30:00	1.89086	1.89087	1.88966	1.89025	1961	0	14
2025.05.07	03:45:00	1.89025	1.89045	1.88936	1.88973	1705	0	14
2025.05.07	04:00:00	1.88974	1.88981	1.88839	1.88864	1930	0	14
2025.05.07	04:15:00	1.88866	1.88923	1.88827	1.88857	1758	0	14
2025.05.07	04:30:00	1.88858	1.88981	1.88858	1.88933	1383	0	14
2025.05.07	04:45:00	1.88933	1.89084	1.88923	1.89050	1842	0	14
2025.05.07	05:00:00	1.89049	1.89188	1.89046	1.89182	2075	0	14
2025.05.07	05:15:00	1.89182	1.89270	1.89124	1.89153	1894	0	14
2025.05.07	05:30:00	1.89153	1.89328	1.89065	1.89174	2216	0	14
2025.05.07	05:45:00	1.89174	1.89281	1.89161	1.89187	2146	0	14
2025.05.07	06:00:00	1.89188	1.89246	1.89071	1.89202	2540	0	14
2025.05.07	06:15:00	1.89202	1.89295	1.89151	1.89246	2608	0	14
2025.05.07	06:30:00	1.89245	1.89332	1.89151	1.89291	2359	0	14
2025.05.07	06:45:00	1.89291	1.89411	1.89252	1.89403	2008	0	14
2025.05.07	07:00:00	1.89403	1.89555	1.89359	1.89503	3288	0	14
2025.05.07	07:15:00	1.89503	1.89544	1.89283	1.89334	3207	0	14
2025.05.07	07:30:00	1.89334	1.89371	1.89229	1.89270	2843	0	14
2025.05.07	07:45:00	1.89273	1.89317	1.89199	1.89247	2844	0	14
2025.05.07	08:00:00	1.89247	1.89440	1.89202	1.89437	3169	0	14
2025.05.07	08:15:00	1.89438	1.89453	1.89364	1.89397	2205	0	14
2025.05.07	08:30:00	1.89396	1.89529	1.89378	1.89518	2495	0	14
2025.05.07	08:45:00	1.89518	1.89539	1.89376	1.89509	2628	0	14
2025.05.07	09:00:00	1.89510	1.89621	1.89470	1.89614	2301	0	14
2025.05.07	09:15:00	1.89614	1.89777	1.89559	1.89742	2458	0	14
2025.05.07	09:30:00	1.89742	1.89792	1.89702	1.89709	2041	0	14
2025.05.07	09:45:00	1.89709	1.89784	1.89652	1.89764	2061	0	14
2025.05.07	10:00:00	1.89765	1.89829	1.89740	1.89767	2299	0	14
2025.05.07	10:15:00	1.89767	1.89772	1.89670	1.89703	2145	0	14
2025.05.07	10:30:00	1.89703	1.89767	1.89671	1.89765	1646	0	14
2025.05.07	10:45:00	1.89765	1.89823	1.89656	1.89679	2068	0	14
2025.05.07	11:00:00	1.89678	1.89696	1.89626	1.89673	1740	0	14
2025.05.07	11:15:00	1.89673	1.89812	1.89672	1.89741	1901	0	14
2025.05.07	11:30:00	1.89741	1.89847	1.89671	1.89797	1926	0	14
2025.05.07	11:45:00	1.89799	1.89867	1.89702	1.89719	2596	0	14
2025.05.07	12:00:00	1.89719	1.89838	1.89671	1.89803	2717	0	14
2025.05.07	12:15:00	1.89803	1.89911	1.89778	1.89899	2376	0	14
2025.05.07	12:30:00	1.89898	1.89932	1.89866	1.89874	2404	0	14
2025.05.07	12:45:00	1.89875	1.89901	1.89825	1.89844	2575	0	14
2025.05.07	13:00:00	1.89844	1.89971	1.89835	1.89904	2857	0	14
2025.05.07	13:15:00	1.89904	1.90061	1.89893	1.89968	2614	0	14
2025.05.07	13:30:00	1.89968	1.89995	1.89828	1.89844	3630	0	14
2025.05.07	13:45:00	1.89844	1.89918	1.89735	1.89748	3732	0	14
2025.05.07	14:00:00	1.89748	1.89903	1.89709	1.89874	3354	0	14
2025.05.07	14:15:00	1.89874	1.89893	1.89782	1.89825	2810	0	14
2025.05.07	14:30:00	1.89827	1.89987	1.89825	1.89960	2213	0	14
2025.05.07	14:45:00	1.89960	1.90035	1.89838	1.89957	3478	0	14
2025.05.07	15:00:00	1.89957	1.90103	1.89951	1.90059	3473	0	14
2025.05.07	15:15:00	1.90055	1.90071	1.89886	1.89909	3396	0	14
2025.05.07	15:30:00	1.89911	1.89927	1.89845	1.89858	3073	0	14
2025.05.07	15:45:00	1.89858	1.89929	1.89829	1.89894	2296	0	14
2025.05.07	16:00:00	1.89894	1.89986	1.89865	1.89974	2845	0	14
2025.05.07	16:15:00	1.89974	1.90118	1.89970	1.90101	2335	0	14
2025.05.07	16:30:00	1.90101	1.90105	1.89994	1.89998	1779	0	14
2025.05.07	16:45:00	1.89998	1.90018	1.89919	1.89924	2078	0	14
2025.05.07	17:00:00	1.89926	1.89987	1.89912	1.89974	1792	0	14
2025.05.07	17:15:00	1.89972	1.89976	1.89928	1.89957	1384	0	14
2025.05.07	17:30:00	1.89957	1.90077	1.89950	1.90012	1427	0	14
2025.05.07	17:45:00	1.90012	1.90083	1.89945	1.89955	2352	0	14
2025.05.07	18:00:00	1.89945	1.90286	1.89845	1.90260	4497	0	14
2025.05.07	18:15:00	1.90260	1.90318	1.90138	1.90168	3864	0	14
2025.05.07	18:30:00	1.90168	1.90207	1.89867	1.89917	5172	0	14
2025.05.07	18:45:00	1.89918	1.90224	1.89867	1.90100	4615	0	14
2025.05.07	19:00:00	1.90100	1.90488	1.90077	1.90403	4477	0	14
2025.05.07	19:15:00	1.90407	1.90596	1.90354	1.90584	4979	0	14
2025.05.07	19:30:00	1.90584	1.90595	1.90062	1.90161	5095	0	14
2025.05.07	19:45:00	1.90161	1.90367	1.90099	1.90224	4603	0	14
2025.05.07	20:00:00	1.90225	1.90363	1.90163	1.90295	2051	0	14
2025.05.07	20:15:00	1.90296	1.90386	1.90248	1.90369	1551	0	14
2025.05.07	20:30:00	1.90369	1.90396	1.90259	1.90267	1194	0	14
2025.05.07	20:45:00	1.90267	1.90329	1.90197	1.90205	1271	0	14
2025.05.07	21:00:00	1.90187	1.90197	1.89500	1.90114	225	0	166
2025.05.07	21:15:00	1.90112	1.90401	1.89953	1.90287	538	0	119
2025.05.07	21:30:00	1.90287	1.90377	1.90287	1.90342	582	0	24
2025.05.07	21:45:00	1.90343	1.90380	1.90303	1.90374	343	0	24
2025.05.07	22:00:00	1.90375	1.90388	1.90214	1.90289	1833	0	14
2025.05.07	22:15:00	1.90291	1.90317	1.90245	1.90247	1642	0	14
2025.05.07	22:30:00	1.90247	1.90323	1.90220	1.90290	1063	0	14
2025.05.07	22:45:00	1.90291	1.90309	1.90224	1.90301	940	0	14
2025.05.07	23:00:00	1.90301	1.90388	1.90244	1.90362	1302	0	14
2025.05.07	23:15:00	1.90362	1.90373	1.90310	1.90341	732	0	14
2025.05.07	23:30:00	1.90344	1.90393	1.90301	1.90382	1154	0	14
2025.05.07	23:45:00	1.90382	1.90412	1.90294	1.90308	1191	0	14
2025.05.08	00:00:00	1.90308	1.90347	1.90212	1.90225	2309	0	14
2025.05.08	00:15:00	1.90225	1.90413	1.90225	1.90407	2200	0	14
2025.05.08	00:30:00	1.90407	1.90432	1.90366	1.90399	2129	0	14
2025.05.08	00:45:00	1.90399	1.90418	1.90072	1.90119	3497	0	14
2025.05.08	01:00:00	1.90119	1.90171	1.90031	1.90110	4010	0	14
2025.05.08	01:15:00	1.90112	1.90170	1.90013	1.90132	3431	0	14
2025.05.08	01:30:00	1.90132	1.90160	1.90021	1.90041	3464	0	14
2025.05.08	01:45:00	1.90041	1.90092	1.89858	1.90073	3819	0	14
2025.05.08	02:00:00	1.90074	1.90074	1.89758	1.89901	3081	0	14
2025.05.08	02:15:00	1.89900	1.89904	1.89741	1.89780	2420	0	14
2025.05.08	02:30:00	1.89781	1.89807	1.89688	1.89799	2455	0	14
2025.05.08	02:45:00	1.89797	1.89869	1.89760	1.89790	2058	0	14
2025.05.08	03:00:00	1.89790	1.89806	1.89704	1.89768	2279	0	14
2025.05.08	03:15:00	1.89769	1.89771	1.89673	1.89740	2151	0	14
2025.05.08	03:30:00	1.89740	1.89752	1.89695	1.89707	1852	0	14
2025.05.08	03:45:00	1.89707	1.89816	1.89688	1.89814	1639	0	14
2025.05.08	04:00:00	1.89814	1.89822	1.89742	1.89799	1573	0	14
2025.05.08	04:15:00	1.89799	1.89822	1.89707	1.89709	1439	0	14
2025.05.08	04:30:00	1.89707	1.89718	1.89600	1.89637	1470	0	14
2025.05.08	04:45:00	1.89637	1.89676	1.89606	1.89660	1586	0	14
2025.05.08	05:00:00	1.89659	1.89725	1.89590	1.89661	2819	0	14
2025.05.08	05:15:00	1.89662	1.89825	1.89629	1.89823	2486	0	14
2025.05.08	05:30:00	1.89823	1.89927	1.89786	1.89796	2610	0	14
2025.05.08	05:45:00	1.89796	1.89827	1.89707	1.89750	2936	0	14
2025.05.08	06:00:00	1.89750	1.89789	1.89653	1.89768	3189	0	14
2025.05.08	06:15:00	1.89768	1.89873	1.89736	1.89829	3463	0	14
2025.05.08	06:30:00	1.89829	1.90240	1.89829	1.90175	3960	0	14
2025.05.08	06:45:00	1.90174	1.90413	1.90149	1.90398	3639	0	14
2025.05.08	07:00:00	1.90397	1.90542	1.90350	1.90535	4443	0	14
2025.05.08	07:15:00	1.90534	1.90595	1.90499	1.90540	3209	0	14
2025.05.08	07:30:00	1.90541	1.90612	1.90505	1.90533	3168	0	14
2025.05.08	07:45:00	1.90530	1.90669	1.90488	1.90619	2870	0	14
2025.05.08	08:00:00	1.90619	1.90666	1.90527	1.90615	3527	0	14
2025.05.08	08:15:00	1.90613	1.90650	1.90484	1.90487	3014	0	14
2025.05.08	08:30:00	1.90488	1.90599	1.90467	1.90517	2628	0	14
2025.05.08	08:45:00	1.90517	1.90696	1.90491	1.90658	2967	0	14
2025.05.08	09:00:00	1.90658	1.90688	1.90530	1.90600	2718	0	14
2025.05.08	09:15:00	1.90600	1.90634	1.90510	1.90541	2428	0	14
2025.05.08	09:30:00	1.90541	1.90818	1.90540	1.90708	2618	0	14
2025.05.08	09:45:00	1.90707	1.90744	1.90551	1.90585	2665	0	14
2025.05.08	10:00:00	1.90583	1.90620	1.90520	1.90537	2574	0	14
2025.05.08	10:15:00	1.90536	1.90551	1.90303	1.90359	2617	0	14
2025.05.08	10:30:00	1.90359	1.90414	1.90266	1.90357	2591	0	14
2025.05.08	10:45:00	1.90357	1.90418	1.90277	1.90406	2275	0	14
2025.05.08	11:00:00	1.90408	1.90572	1.90380	1.90518	3846	0	14
2025.05.08	11:15:00	1.90517	1.90628	1.90508	1.90561	2154	0	14
2025.05.08	11:30:00	1.90559	1.90607	1.90516	1.90542	2447	0	14
2025.05.08	11:45:00	1.90541	1.90666	1.90527	1.90644	2480	0	14
2025.05.08	12:00:00	1.90644	1.90823	1.90583	1.90817	2861	0	14
2025.05.08	12:15:00	1.90815	1.90857	1.90660	1.90664	2703	0	14
2025.05.08	12:30:00	1.90662	1.90789	1.90603	1.90642	4275	0	14
2025.05.08	12:45:00	1.90647	1.90675	1.90497	1.90530	3138	0	14
2025.05.08	13:00:00	1.90530	1.90537	1.90358	1.90439	3201	0	14
2025.05.08	13:15:00	1.90439	1.90548	1.90425	1.90448	3162	0	14
2025.05.08	13:30:00	1.90449	1.90560	1.90416	1.90484	4251	0	14
2025.05.08	13:45:00	1.90484	1.90613	1.90380	1.90383	3727	0	14
2025.05.08	14:00:00	1.90383	1.90442	1.90342	1.90372	3670	0	14
2025.05.08	14:15:00	1.90372	1.90376	1.90143	1.90174	3541	0	14
2025.05.08	14:30:00	1.90172	1.90345	1.90150	1.90284	3550	0	14
2025.05.08	14:45:00	1.90284	1.90509	1.90265	1.90356	5754	0	14
2025.05.08	15:00:00	1.90357	1.90488	1.90325	1.90446	5145	0	14
2025.05.08	15:15:00	1.90447	1.90454	1.90211	1.90271	4843	0	14
2025.05.08	15:30:00	1.90271	1.90327	1.89877	1.90007	4820	0	14
2025.05.08	15:45:00	1.90006	1.90063	1.89749	1.89965	6159	0	14
2025.05.08	16:00:00	1.89965	1.90031	1.89841	1.89881	4462	0	14
2025.05.08	16:15:00	1.89880	1.90002	1.89816	1.89925	3611	0	14
2025.05.08	16:30:00	1.89925	1.89998	1.89881	1.89893	3095	0	14
2025.05.08	16:45:00	1.89893	1.89914	1.89763	1.89815	2962	0	14
2025.05.08	17:00:00	1.89815	1.89940	1.89782	1.89927	3304	0	14
2025.05.08	17:15:00	1.89927	1.89970	1.89897	1.89909	2488	0	14
2025.05.08	17:30:00	1.89910	1.89995	1.89892	1.89907	2379	0	14
2025.05.08	17:45:00	1.89908	1.90010	1.89890	1.89997	2451	0	14
2025.05.08	18:00:00	1.89997	1.90075	1.89978	1.90074	1979	0	14
2025.05.08	18:15:00	1.90073	1.90191	1.90019	1.90162	1541	0	14
2025.05.08	18:30:00	1.90161	1.90165	1.90074	1.90093	1863	0	14
2025.05.08	18:45:00	1.90093	1.90213	1.90076	1.90176	2191	0	14
2025.05.08	19:00:00	1.90178	1.90210	1.90124	1.90180	2267	0	14
2025.05.08	19:15:00	1.90180	1.90217	1.89928	1.89968	2616	0	14
2025.05.08	19:30:00	1.89967	1.90027	1.89919	1.90020	2210	0	14
2025.05.08	19:45:00	1.90020	1.90208	1.90020	1.90167	2598	0	14
2025.05.08	20:00:00	1.90165	1.90193	1.90045	1.90089	1302	0	14
2025.05.08	20:15:00	1.90089	1.90164	1.90072	1.90163	1249	0	14
2025.05.08	20:30:00	1.90163	1.90165	1.90062	1.90102	1621	0	14
2025.05.08	20:45:00	1.90099	1.90154	1.90064	1.90100	1558	0	14
2025.05.08	21:00:00	1.90027	1.90192	1.89685	1.90088	165	0	35
2025.05.08	21:15:00	1.90097	1.90143	1.90077	1.90139	875	0	44
2025.05.08	21:30:00	1.90142	1.90178	1.90119	1.90148	298	0	24
2025.05.08	21:45:00	1.90148	1.90195	1.90098	1.90119	347	0	47
2025.05.08	22:00:00	1.90119	1.90175	1.90098	1.90149	956	0	14
2025.05.08	22:15:00	1.90150	1.90196	1.90120	1.90124	651	0	14
2025.05.08	22:30:00	1.90124	1.90242	1.90109	1.90203	833	0	14
2025.05.08	22:45:00	1.90203	1.90204	1.90100	1.90125	677	0	14
2025.05.08	23:00:00	1.90126	1.90160	1.90090	1.90148	1307	0	14
2025.05.08	23:15:00	1.90147	1.90248	1.90112	1.90225	911	0	14
2025.05.08	23:30:00	1.90225	1.90265	1.90180	1.90213	958	0	14
2025.05.08	23:45:00	1.90213	1.90312	1.90189	1.90282	1304	0	14
2025.05.09	00:00:00	1.90282	1.90312	1.90198	1.90252	2991	0	14
2025.05.09	00:15:00	1.90249	1.90331	1.90201	1.90306	2725	0	14
2025.05.09	00:30:00	1.90306	1.90459	1.90306	1.90414	2340	0	14
2025.05.09	00:45:00	1.90414	1.90526	1.90374	1.90524	2721	0	14
2025.05.09	01:00:00	1.90526	1.90564	1.90487	1.90526	2485	0	14
2025.05.09	01:15:00	1.90528	1.90546	1.90433	1.90479	2717	0	14
2025.05.09	01:30:00	1.90479	1.90525	1.90320	1.90491	3426	0	14
2025.05.09	01:45:00	1.90491	1.90557	1.90426	1.90433	2794	0	14
2025.05.09	02:00:00	1.90434	1.90757	1.90423	1.90697	3501	0	14
2025.05.09	02:15:00	1.90696	1.90712	1.90539	1.90561	2830	0	14
2025.05.09	02:30:00	1.90561	1.90571	1.90426	1.90463	3096	0	14
2025.05.09	02:45:00	1.90463	1.90581	1.90434	1.90520	2362	0	14
2025.05.09	03:00:00	1.90519	1.90551	1.90377	1.90438	3319	0	14
2025.05.09	03:15:00	1.90438	1.90493	1.90389	1.90463	1999	0	14
2025.05.09	03:30:00	1.90462	1.90499	1.90357	1.90483	1883	0	14
2025.05.09	03:45:00	1.90483	1.90507	1.90364	1.90394	1802	0	14
2025.05.09	04:00:00	1.90393	1.90490	1.90334	1.90484	2077	0	14
2025.05.09	04:15:00	1.90484	1.90552	1.90374	1.90393	1742	0	14
2025.05.09	04:30:00	1.90394	1.90469	1.90377	1.90432	1604	0	14
2025.05.09	04:45:00	1.90433	1.90451	1.90347	1.90362	1565	0	14
2025.05.09	05:00:00	1.90362	1.90476	1.90350	1.90442	1870	0	14
2025.05.09	05:15:00	1.90441	1.90494	1.90426	1.90437	1751	0	14
2025.05.09	05:30:00	1.90436	1.90461	1.90371	1.90443	1965	0	14
2025.05.09	05:45:00	1.90443	1.90503	1.90367	1.90490	2088	0	14
2025.05.09	06:00:00	1.90489	1.90619	1.90439	1.90584	2539	0	14
2025.05.09	06:15:00	1.90584	1.90713	1.90535	1.90694	2482	0	14
2025.05.09	06:30:00	1.90696	1.90752	1.90662	1.90685	2692	0	14
2025.05.09	06:45:00	1.90685	1.90788	1.90674	1.90752	2518	0	14
2025.05.09	07:00:00	1.90750	1.90852	1.90687	1.90786	3130	0	14
2025.05.09	07:15:00	1.90785	1.90794	1.90713	1.90731	2772	0	14
2025.05.09	07:30:00	1.90732	1.90774	1.90615	1.90654	3053	0	14
2025.05.09	07:45:00	1.90654	1.90665	1.90575	1.90605	2401	0	14
2025.05.09	08:00:00	1.90606	1.90760	1.90598	1.90741	2617	0	14
2025.05.09	08:15:00	1.90741	1.90836	1.90730	1.90814	2168	0	14
2025.05.09	08:30:00	1.90815	1.90942	1.90813	1.90851	2380	0	14
2025.05.09	08:45:00	1.90852	1.90914	1.90755	1.90785	2302	0	14
2025.05.09	09:00:00	1.90787	1.90920	1.90752	1.90865	2286	0	14
2025.05.09	09:15:00	1.90864	1.90985	1.90845	1.90944	1941	0	14
2025.05.09	09:30:00	1.90944	1.91013	1.90887	1.90919	1833	0	14
2025.05.09	09:45:00	1.90918	1.90981	1.90910	1.90946	1799	0	14
2025.05.09	10:00:00	1.90946	1.91003	1.90935	1.90953	2090	0	14
2025.05.09	10:15:00	1.90954	1.91046	1.90951	1.91037	1941	0	14
2025.05.09	10:30:00	1.91037	1.91052	1.90980	1.91031	1707	0	14
2025.05.09	10:45:00	1.91031	1.91065	1.90980	1.90997	2099	0	14
2025.05.09	11:00:00	1.90997	1.91026	1.90889	1.90908	1938	0	14
2025.05.09	11:15:00	1.90908	1.91024	1.90825	1.90903	2822	0	14
2025.05.09	11:30:00	1.90903	1.90991	1.90854	1.90874	3217	0	14
2025.05.09	11:45:00	1.90876	1.90949	1.90814	1.90949	2519	0	14
2025.05.09	12:00:00	1.90949	1.91007	1.90913	1.90929	2657	0	14
2025.05.09	12:15:00	1.90929	1.90940	1.90745	1.90759	2489	0	14
2025.05.09	12:30:00	1.90758	1.90819	1.90717	1.90804	2363	0	14
2025.05.09	12:45:00	1.90804	1.90931	1.90782	1.90787	2474	0	14
2025.05.09	13:00:00	1.90787	1.90790	1.90582	1.90727	2968	0	14
2025.05.09	13:15:00	1.90727	1.90774	1.90522	1.90583	2817	0	14
2025.05.09	13:30:00	1.90580	1.90636	1.90546	1.90582	3565	0	14
2025.05.09	13:45:00	1.90581	1.90617	1.90454	1.90475	3256	0	14
2025.05.09	14:00:00	1.90475	1.90722	1.90419	1.90701	3077	0	14
2025.05.09	14:15:00	1.90702	1.90763	1.90607	1.90693	3844	0	14
2025.05.09	14:30:00	1.90693	1.90845	1.90653	1.90787	3429	0	14
2025.05.09	14:45:00	1.90787	1.90860	1.90544	1.90648	3938	0	14
2025.05.09	15:00:00	1.90649	1.90734	1.90629	1.90651	3639	0	14
2025.05.09	15:15:00	1.90651	1.90760	1.90651	1.90684	3099	0	14
2025.05.09	15:30:00	1.90684	1.90693	1.90509	1.90525	3028	0	14
2025.05.09	15:45:00	1.90524	1.90534	1.90400	1.90405	2539	0	14
2025.05.09	16:00:00	1.90406	1.90522	1.90393	1.90410	2789	0	14
2025.05.09	16:15:00	1.90410	1.90480	1.90398	1.90450	1900	0	14
2025.05.09	16:30:00	1.90450	1.90483	1.90395	1.90444	2199	0	14
2025.05.09	16:45:00	1.90444	1.90500	1.90396	1.90408	1960	0	14
2025.05.09	17:00:00	1.90408	1.90427	1.90325	1.90366	1615	0	14
2025.05.09	17:15:00	1.90366	1.90367	1.90274	1.90327	1811	0	14
2025.05.09	17:30:00	1.90327	1.90405	1.90327	1.90351	1409	0	14
2025.05.09	17:45:00	1.90352	1.90398	1.90322	1.90360	1606	0	14
2025.05.09	18:00:00	1.90359	1.90400	1.90343	1.90392	1935	0	14
2025.05.09	18:15:00	1.90392	1.90430	1.90343	1.90364	1513	0	14
2025.05.09	18:30:00	1.90364	1.90380	1.90329	1.90334	1525	0	14
2025.05.09	18:45:00	1.90333	1.90361	1.90311	1.90353	1457	0	14
2025.05.09	19:00:00	1.90353	1.90356	1.90286	1.90294	1146	0	14
2025.05.09	19:15:00	1.90294	1.90311	1.90267	1.90287	1402	0	14
2025.05.09	19:30:00	1.90287	1.90323	1.90271	1.90305	1426	0	14
2025.05.09	19:45:00	1.90305	1.90361	1.90293	1.90342	1750	0	14
2025.05.09	20:00:00	1.90341	1.90351	1.90281	1.90285	1185	0	14
2025.05.09	20:15:00	1.90285	1.90309	1.90271	1.90291	1068	0	14
2025.05.09	20:30:00	1.90291	1.90367	1.90285	1.90361	808	0	14
2025.05.09	20:45:00	1.90361	1.90405	1.90338	1.90399	529	0	14
2025.05.11	21:00:00	1.89054	1.89355	1.88927	1.89257	538	0	129
2025.05.11	21:15:00	1.89257	1.89489	1.89165	1.89202	715	0	104
2025.05.11	21:30:00	1.89202	1.89323	1.89182	1.89252	332	0	128
2025.05.11	21:45:00	1.89252	1.89473	1.89161	1.89330	496	0	46
2025.05.11	22:00:00	1.89330	1.89659	1.89177	1.89444	1744	0	15
2025.05.11	22:15:00	1.89444	1.89767	1.89441	1.89674	2109	0	14
2025.05.11	22:30:00	1.89676	1.89757	1.89613	1.89647	2922	0	14
2025.05.11	22:45:00	1.89646	1.89755	1.89625	1.89644	2445	0	14
2025.05.11	23:00:00	1.89644	1.89751	1.89617	1.89701	2842	0	14
2025.05.11	23:15:00	1.89702	1.89716	1.89549	1.89619	2223	0	14
2025.05.11	23:30:00	1.89619	1.89697	1.89564	1.89565	1540	0	14
2025.05.11	23:45:00	1.89565	1.89728	1.89534	1.89707	2161	0	14
2025.05.12	00:00:00	1.89708	1.89787	1.89645	1.89753	3157	0	14
2025.05.12	00:15:00	1.89753	1.90029	1.89717	1.89993	3707	0	14
2025.05.12	00:30:00	1.89993	1.89999	1.89809	1.89851	2789	0	14
2025.05.12	00:45:00	1.89850	1.89854	1.89697	1.89773	3659	0	14
2025.05.12	01:00:00	1.89773	1.89809	1.89499	1.89569	4914	0	14
2025.05.12	01:15:00	1.89567	1.89616	1.89370	1.89375	4503	0	14
2025.05.12	01:30:00	1.89375	1.89573	1.89309	1.89458	3959	0	14
2025.05.12	01:45:00	1.89458	1.89573	1.89430	1.89502	2617	0	14
2025.05.12	02:00:00	1.89501	1.89697	1.89488	1.89636	3088	0	14
2025.05.12	02:15:00	1.89637	1.89692	1.89617	1.89657	3004	0	14
2025.05.12	02:30:00	1.89657	1.89769	1.89624	1.89690	2687	0	14
2025.05.12	02:45:00	1.89690	1.89695	1.89459	1.89459	2222	0	14
2025.05.12	03:00:00	1.89459	1.89492	1.89361	1.89417	2120	0	14
2025.05.12	03:15:00	1.89417	1.89441	1.89333	1.89362	2337	0	14
2025.05.12	03:30:00	1.89364	1.89440	1.89350	1.89385	2036	0	14
2025.05.12	03:45:00	1.89385	1.89447	1.89289	1.89315	2171	0	14
2025.05.12	04:00:00	1.89316	1.89384	1.89265	1.89343	1649	0	14
2025.05.12	04:15:00	1.89343	1.89369	1.89256	1.89369	1487	0	14
2025.05.12	04:30:00	1.89370	1.89502	1.89351	1.89430	1615	0	14
2025.05.12	04:45:00	1.89430	1.89554	1.89418	1.89437	1286	0	14
2025.05.12	05:00:00	1.89437	1.89438	1.89337	1.89377	1895	0	14
2025.05.12	05:15:00	1.89376	1.89466	1.89324	1.89327	1911	0	14
2025.05.12	05:30:00	1.89326	1.89387	1.89290	1.89300	1987	0	14
2025.05.12	05:45:00	1.89300	1.89303	1.89159	1.89206	2363	0	14
2025.05.12	06:00:00	1.89207	1.89349	1.89182	1.89341	2685	0	14
2025.05.12	06:15:00	1.89342	1.89490	1.89288	1.89310	2499	0	14
2025.05.12	06:30:00	1.89299	1.89430	1.89293	1.89396	3003	0	14
2025.05.12	06:45:00	1.89396	1.89460	1.89337	1.89453	2582	0	14
2025.05.12	07:00:00	1.89453	1.89463	1.88610	1.88750	7650	0	14
2025.05.12	07:15:00	1.88749	1.88951	1.88592	1.88680	7312	0	14
2025.05.12	07:30:00	1.88688	1.88935	1.88609	1.88871	6862	0	14
2025.05.12	07:45:00	1.88871	1.89053	1.88648	1.88787	6535	0	14
2025.05.12	08:00:00	1.88787	1.88903	1.88605	1.88729	6319	0	14
2025.05.12	08:15:00	1.88733	1.89007	1.88713	1.88902	5556	0	14
2025.05.12	08:30:00	1.88900	1.89244	1.88856	1.89104	4702	0	14
2025.05.12	08:45:00	1.89103	1.89167	1.89015	1.89094	4524	0	14
2025.05.12	09:00:00	1.89094	1.89137	1.89014	1.89099	3509	0	14
2025.05.12	09:15:00	1.89099	1.89189	1.88960	1.88976	2633	0	14
2025.05.12	09:30:00	1.88976	1.89049	1.88919	1.88943	2624	0	14
2025.05.12	09:45:00	1.88947	1.88948	1.88774	1.88800	3352	0	14
2025.05.12	10:00:00	1.88799	1.88975	1.88782	1.88838	3478	0	14
2025.05.12	10:15:00	1.88838	1.88875	1.88687	1.88819	3539	0	14
2025.05.12	10:30:00	1.88819	1.88919	1.88739	1.88826	3900	0	14
2025.05.12	10:45:00	1.88825	1.89008	1.88815	1.88928	3877	0	14
2025.05.12	11:00:00	1.88927	1.88992	1.88873	1.88938	3525	0	14
